Service,Subservice,Area Of Service ,Provinsi,Kab/Kota (Edit),Clnt Id,Clnt Name,Appl Id,Request Reference,Status Simf,Channel,Freq,Freq_Pair,Bwidth,Erp Pwr Dbm,Curr Lic Num,Site Id,Stn Name,Stn Addr,Sid Lat,Sid Long,License Date ,Validity Date ,Ap Id,Tcs Id,Efl Id,Stasiun Lawan,Kab/Kota,NAMA UNIT PELAKSANA TEKNIS,Pita,Band,Link ID
Land Mobile (public),Trunking,"KAMPUNG DOROFANDA KEC HU'U KAB DOMPU HU'U NUSA TENGGARA BARAT, HU'U DOMPU NUSA TENGGARA BARAT,DOMPU,HU'U,NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,DOMPU,103031,"NEXCOM INDONESIA, PT.",1.01421E+13,2354991,Granted,,421.3875,411.3875,12.5,46.9794,02738431-000SU/2620232028,1,BS.02 DOROFANDA,"KAMPUNG DOROFANDA KEC HU'U KAB DOMPU HU'U NUSA TENGGARA BARAT, HU'U DOMPU NUSA TENGGARA BARAT",-8.83936389,118.453075,4-Aug-23,2-Aug-28,,,,,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (public),Trunking,"DESA KAJUJI KECAMATAN HU'U KABUPATEN DOMPU HUU, DOMPU NUSA TENGGARA BARAT 84211, DOMPU, HU U, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,DOMPU,103031,"NEXCOM INDONESIA, PT.",1.01366E+13,1154134,Granted,,420.6375,410.6375,12.5,48.9794,02472099-000SU/2620212026,1,BS. NEW STAGING,"DESA KAJUJI KECAMATAN HU'U KABUPATEN DOMPU HUU, DOMPU NUSA TENGGARA BARAT 84211",-8.75471389,118.4176889,10-Aug-21,9-Aug-26,,,,,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (public),Trunking,"DESA KAJUJI KECAMATAN HU'U KABUPATEN DOMPU HU'U DOMPU NUSA TENGGARA BARAT 84211, HU'U DOMPU NUSA TENGGARA BARAT 84211,DOMPU,HU'U,NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,DOMPU,103031,"NEXCOM INDONESIA, PT.",1.01421E+13,2354975,Granted,,420.3875,410.3875,12.5,46.9794,02738432-000SU/2620232028,1,BS.02 NEW STAGGING,"DESA KAJUJI KECAMATAN HU'U KABUPATEN DOMPU HU'U DOMPU NUSA TENGGARA BARAT 84211, HU'U DOMPU NUSA TENGGARA BARAT 84211",-8.75471389,118.4176889,4-Aug-23,2-Aug-28,,,,,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"JLN LINTAS CALABAI DS PEKAT, PEKAT, DOMPU, NTB, DOMPU, PEKAT, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,DOMPU,103494,"PLN (PERSERO), PT.",31675072019,745187,Granted,,359.675,364.675,16,45.9794,02139014-000SU/2620192024,13,BS. LINK ULPLTD UNIT PEKAT,"JLN LINTAS CALABAI DS PEKAT, PEKAT, DOMPU, NTB",-8.25330556,117.7309167,5-Sep-19,4-Sep-29,,,,REP. SITE KIT BIMA,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11410050
Land Mobile (private),Standard,"JL. LINGKAR UTARA KARIJAWA, DOMPU, DOMPU, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,DOMPU,103494,"PLN (PERSERO), PT.",36803012020,840741,Granted,,359.1,364.1,16,45.9794,02233944-000SU/2620202025,3,BS. GI DOMPU,JL. LINGKAR UTARA KARIJAWA,-8.53243889,118.45485,14-Jan-20,13-Jan-30,,,,REP. DCC BIMA,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11724611
Land Mobile (private),Standard,"JL RAYA KONTE,DOMPU,KEMPO,NUSA TENGGARA BARAT,SONGGAJA",NUSA TENGGARA BARAT,DOMPU,103494,"PLN (PERSERO), PT.",39741102024,3566421,Granted,,353.55,353.55,16,45.9794,02929880-000SU/2620242029,1,BS LINK SAMBI (19),JL RAYA KONTE,-8.53277778,118.2222222,28-Oct-24,27-Oct-29,,,,,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"JL SOEKARNO HATTA,DOMPU,DOMPU,NUSA TENGGARA BARAT,BADA",NUSA TENGGARA BARAT,DOMPU,103494,"PLN (PERSERO), PT.",39924102024,3568777,Granted,,353.15,353.15,16,45.9794,02932603-000SU/2620242029,2,BS ULP DOMPU (19),JL SOEKARNO HATTA,-8.53777778,118.4627778,11-Nov-24,10-Nov-29,,,,,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"JL. LINTAS CALABAI - DS. PEKAT, PEKAT, DOMPU, NTB, DOMPU, PEKAT, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,DOMPU,103494,"PLN (PERSERO), PT.",33370042020,877047,Granted,,352.6,352.6,16,45.9794,02262782-000SU/2620202025,1,19.BS. LINK_KP PEKAT,"JL. LINTAS CALABAI - DS. PEKAT, PEKAT, DOMPU, NTB",-8.25330556,117.7309167,1-Apr-20,31-Mar-30,,,,19.BS. KP_PEKAT,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"JLN. LINGKAR UTARA KARIJAWA, DOMPU, DOMPU, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,DOMPU,103494,"PLN (PERSERO), PT.",36130122019,837763,Granted,,352.45,352.45,16,45.9794,02230710-000SU/2620202024,6,BS. GI DOMPU 1,JLN. LINGKAR UTARA KARIJAWA,-8.53243889,118.45485,1-Jan-20,31-Dec-29,,,,BS. LINK_GI BIMA,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11708251
Land Mobile (private),Standard,"JL. SUMBAWA-BIMA, DOMPU, MANGGALEWA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,DOMPU,103494,"PLN (PERSERO), PT.",36955012020,841173,Granted,,352.225,352.225,16,45.9794,02234436-000SU/2620202025,1,BS. LINK_TEKASIRE,JL. SUMBAWA-BIMA,-8.54661111,118.3454889,15-Jan-20,14-Jan-30,,,,HT. 01 - 06 BERGERAK SEKITAR JL. SOEKARNO - HATTA,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"JL. TEUKU UMAR NO.10 KEL SIMPASAI, WOJA, DOMPU, NTB, DOMPU, WOJA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,DOMPU,103494,"PLN (PERSERO), PT.",31121032020,871410,Granted,,352.2,352.2,16,45.9794,02256925-000SU/2620202025,1,19.BS. ULPLTD DOMPU,"JL. TEUKU UMAR NO.10 KEL SIMPASAI, WOJA, DOMPU, NTB",-8.54419444,118.4438611,19-Mar-20,18-Mar-30,,,,19. BS. ULPLTD_DOMPU,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"JLN. TEUKU UMAR NO.10 KEL SIMPASAI, DOMPU, WOJA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,DOMPU,103494,"PLN (PERSERO), PT.",34519122019,830204,Granted,,351.1,356.1,16,45.9794,02225086-000SU/2620192024,17,BS. ULPLTD_DOMPU,JLN. TEUKU UMAR NO.10 KEL SIMPASAI,-8.54419444,118.4438611,16-Dec-19,15-Dec-29,,,,REP. SITE_KIT BIMA,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11675520
Land Mobile (public),Trunking,"KAMPUNG DOROFANDA KEC HU'U KAB DOMPU HU'U NUSA TENGGARA BARAT, DOMPU, HU U, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,DOMPU,103031,"NEXCOM INDONESIA, PT.",1.01225E+13,1008069,Granted,,421.6375,411.6375,12.5,49.77121,02383690-000SU/2620202025,2,B.S.02 DOROFANDA,KAMPUNG DOROFANDA KEC HU'U KAB DOMPU HU'U NUSA TENGGARA BARAT,-8.83936389,118.453075,13-Nov-20,12-Nov-30,,,,,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (public),Trunking,"KAMPUNG DOROFANDA KEC HU'U KAB DOMPU HU'U NUSA TENGGARA BARAT, DOMPU, HU U, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,DOMPU,103031,"NEXCOM INDONESIA, PT.",1.01225E+13,1008069,Granted,,421.1375,411.1375,12.5,49.77121,02383689-000SU/2620202025,1,B.S DOROFANDA,KAMPUNG DOROFANDA KEC HU'U KAB DOMPU HU'U NUSA TENGGARA BARAT,-8.83936389,118.453075,13-Nov-20,12-Nov-30,,,,,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (public),Trunking,"DESA KAJUJI KECAMATAN HU'U KABUPATEN DOMPU HU'U, DOMPU NUSA TENGGARA BARAT 84211, DOMPU, HU U, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,DOMPU,103031,"NEXCOM INDONESIA, PT.",1.01225E+13,1008071,Granted,,420.1375,410.1375,12.5,49.77121,02383692-000SU/2620202025,1,NEW STAGING,"DESA KAJUJI KECAMATAN HU'U KABUPATEN DOMPU HU'U, DOMPU NUSA TENGGARA BARAT 84211",-8.75471389,118.4176889,13-Nov-20,12-Nov-30,,,,,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"DESA BERINGIN JAYA KECAMATAN PEKAT, DOMPU, PEKAT, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,DOMPU,104530,"SUKSES MANTAP SEJAHTERA, PT.",31578082017,487562,Granted,,160.5,155.5,16,48.0206,01956301-000SU/2620172022,1,REPEATER LATONDA - PEKAT,DESA BERINGIN JAYA KECAMATAN PEKAT,-8.28768056,117.7665556,7-Sep-17,5-Sep-27,,,,HT. 01-30 PEKAT DAN SEKITARNYA,DOMPU,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (public),Trunking,"JLN. LINTAS LAKEY DUSUN NANGADORO DESA HU'U, KEC. HU'U, KAB. DOMPU, NUSA TENGGARA BARAT,DOMPU,HU'U,NUSA TENGGARA BARAT,HU'U",NUSA TENGGARA BARAT,DOMPU,103031,"NEXCOM INDONESIA, PT.",1.01441E+13,3931952,Granted,,427.1375,,12.5,51.0206,,1,REP. CH300,"JLN. LINTAS LAKEY DUSUN NANGADORO DESA HU'U, KEC. HU'U, KAB. DOMPU, NUSA TENGGARA BARAT",-8.83259167,118.4113194,31-Dec-25,,,,,,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (public),Trunking,"JLN. LINTAS LAKEY DUSUN NANGADORO DESA HU'U, KEC. DOMPU, KAB. DOMPU, NUSA TENGGARA BARAT,DOMPU,HU'U,NUSA TENGGARA BARAT,HU'U",NUSA TENGGARA BARAT,DOMPU,103031,"NEXCOM INDONESIA, PT.",1.01441E+13,3928953,Granted,,422.8875,,12.5,51.0206,,1,REP. TOWER MATITI,"JLN. LINTAS LAKEY DUSUN NANGADORO DESA HU'U, KEC. DOMPU, KAB. DOMPU, NUSA TENGGARA BARAT",-8.83094167,118.4490361,24-Dec-25,,,,,,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (public),Trunking,"JLN. LINTAS LAKEY DUSUN NANGADORO DESA HU'U, KEC. DOMPU, KAB. DOMPU, NUSA TENGGARA BARAT,DOMPU,HU'U,NUSA TENGGARA BARAT,HU'U",NUSA TENGGARA BARAT,DOMPU,103031,"NEXCOM INDONESIA, PT.",1.01441E+13,3928953,Granted,,422.6375,,12.5,51.0206,,1,REP. TOWER MATITI,"JLN. LINTAS LAKEY DUSUN NANGADORO DESA HU'U, KEC. DOMPU, KAB. DOMPU, NUSA TENGGARA BARAT",-8.83094167,118.4490361,24-Dec-25,,,,,,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (public),Trunking,"JLN. LINTAS LAKEY DUSUN NANGADORO DESA HU'U, KEC. DOMPU, KAB. DOMPU, NUSA TENGGARA BARAT,DOMPU,HU'U,NUSA TENGGARA BARAT,HU'U",NUSA TENGGARA BARAT,DOMPU,103031,"NEXCOM INDONESIA, PT.",1.01441E+13,3928953,Granted,,422.3875,,12.5,51.0206,,1,REP. TOWER MATITI,"JLN. LINTAS LAKEY DUSUN NANGADORO DESA HU'U, KEC. DOMPU, KAB. DOMPU, NUSA TENGGARA BARAT",-8.83094167,118.4490361,24-Dec-25,,,,,,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (public),Trunking,"JLN. LINTAS LAKEY DUSUN NANGADORO DESA HU'U, KEC. DOMPU, KAB. DOMPU, NUSA TENGGARA BARAT,DOMPU,HU'U,NUSA TENGGARA BARAT,HU'U",NUSA TENGGARA BARAT,DOMPU,103031,"NEXCOM INDONESIA, PT.",1.01441E+13,3928953,Granted,,422.1375,,12.5,51.0206,,1,REP. TOWER MATITI,"JLN. LINTAS LAKEY DUSUN NANGADORO DESA HU'U, KEC. DOMPU, KAB. DOMPU, NUSA TENGGARA BARAT",-8.83094167,118.4490361,24-Dec-25,,,,,,DOMPU,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Broadcast,FM,"DOMPU, WOJA, PAJO",NUSA TENGGARA BARAT,DOMPU,1035,LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA,19060082020,942903,Granted,,89.4,,300,65.3,02323824-000SU/2020202025,1,LPP RRI DOMPU,JL.SIMPASAI WOJA,-8.54187222,118.445975,25-Aug-20,24-Aug-30,,,,,DOMPU,Balai Monitor SFR Kelas II Mataram,"1. Radio FM, DRM  (87 – 108 MHz)",VHF,
Broadcast,FM,"DOMPU, WOJA, PAJO",NUSA TENGGARA BARAT,DOMPU,113434,"GEMA TAMBORA PERMAI, PT.",13063102018,648660,Granted,,87.8,,300,66.51,02059858-000SU/2020182023,1,GTP,Jalan Benteng no 9,-8.53919167,118.4327361,26-Oct-18,25-Oct-28,,,,,DOMPU,Balai Monitor SFR Kelas II Mataram,"1. Radio FM, DRM  (87 – 108 MHz)",VHF,
Maritime,Coast Station,"JL. SULTAN MUHAMAD SALAHUDDIN, DARA,KOTA BIMA,RASANAE BARAT,NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA BIMA,108233,"PERTAMINA TRANS KONTINENTAL, PT.",188311,140/P/SDPPI/2022/2,Granted,,156.525,156.525,7000,0,,1,BIMA RADIO,"JL. SULTAN MUHAMAD SALAHUDDIN, DARA",-8.47777778,118.7113889,31-Aug-23,23-Jun-27,,,,,KOTA BIMA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Maritime,Coast Station,"JL. SULTAN MUHAMAD SALAHUDDIN, DARA,KOTA BIMA,RASANAE BARAT,NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA BIMA,108233,"PERTAMINA TRANS KONTINENTAL, PT.",188311,140/P/SDPPI/2022/2,Granted,,161.55,156.8,7250,0,,1,BIMA RADIO,"JL. SULTAN MUHAMAD SALAHUDDIN, DARA",-8.47777778,118.7113889,31-Aug-23,23-Jun-27,,,,,KOTA BIMA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Maritime,Coast Station,"JL. SULTAN MUHAMAD SALAHUDDIN, DARA,KOTA BIMA,RASANAE BARAT,NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA BIMA,108233,"PERTAMINA TRANS KONTINENTAL, PT.",188311,140/P/SDPPI/2022/2,Granted,,156.8,156.8,7250,0,,1,BIMA RADIO,"JL. SULTAN MUHAMAD SALAHUDDIN, DARA",-8.47777778,118.7113889,31-Aug-23,23-Jun-27,,,,,KOTA BIMA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Maritime,Coast Station,"JL. SULTAN MUHAMAD SALAHUDDIN, DARA,KOTA BIMA,RASANAE BARAT,NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA BIMA,108233,"PERTAMINA TRANS KONTINENTAL, PT.",188311,140/P/SDPPI/2022/2,Granted,,156.45,156.8,7250,0,,1,BIMA RADIO,"JL. SULTAN MUHAMAD SALAHUDDIN, DARA",-8.47777778,118.7113889,31-Aug-23,23-Jun-27,,,,,KOTA BIMA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JL. SULTAN KAHARUDDIN NO.25 RT.08, PARUGA, RASANAE BARAT, BIMA, NUSA TENGGARA BARAT,KOTA BIMA,RASANAE BARAT,NUSA TENGGARA BARAT,PARUGA",NUSA TENGGARA BARAT,KOTA BIMA,4546,"PERTAMINA, PT. (PERSERO)",34570062024,3425257,Granted,,173.5,173.5,16,45.9794,02879090-000SU/2620242029,1,BASE 01 FUEL TERMINAL BIMA,"JL. SULTAN KAHARUDDIN NO.25 RT.08, PARUGA, RASANAE BARAT, BIMA, NUSA TENGGARA BARAT",-8.47694444,118.7113889,12-Jul-24,11-Jul-29,,,,,KOTA BIMA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JL. SULTAN KAHARUDDIN NO.25 RT.08, PARUGA, RASANAE BARAT, BIMA, NUSA TENGGARA BARAT,KOTA BIMA,RASANAE BARAT,NUSA TENGGARA BARAT,PARUGA",NUSA TENGGARA BARAT,KOTA BIMA,4546,"PERTAMINA, PT. (PERSERO)",34563062024,3425151,Granted,,170.4,170.4,16,45.9794,02879081-000SU/2620242029,1,BASE 01  FUEL TERMINAL BIMA,"JL. SULTAN KAHARUDDIN NO.25 RT.08, PARUGA, RASANAE BARAT, BIMA, NUSA TENGGARA BARAT",-8.47694444,118.7113889,12-Jul-24,11-Jul-29,,,,,KOTA BIMA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JL. SULTAN KAHARUDDIN NO.25 RT.08, PARUGA, RASANAE BARAT, BIMA, NUSA TENGGARA BARAT,KOTA BIMA,RASANAE BARAT,NUSA TENGGARA BARAT,PARUGA",NUSA TENGGARA BARAT,KOTA BIMA,4546,"PERTAMINA, PT. (PERSERO)",34620062024,3426034,Granted,,167.7,167.7,16,45.9794,02879097-000SU/2620242029,2,BASE 02  FUEL TERMINAL BIMA,"JL. SULTAN KAHARUDDIN NO.25 RT.08, PARUGA, RASANAE BARAT, BIMA, NUSA TENGGARA BARAT",-8.47694444,118.7113889,12-Jul-24,11-Jul-29,,,,,KOTA BIMA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JALAN GAJAH MADA NO.51 KOTA BIMA, KOTA BIMA, RABA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA BIMA,111851,BADAN PENANGGULANGAN BENCANA DAERAH PEMERINTAH KOTA BIMA,32298092017,496876,Granted,,164.775,169.775,16,45.9794,01963176-000SU/2620172022,1,BS. BPBD KOTA BIMA,JALAN GAJAH MADA NO.51 KOTA BIMA,-8.46533333,118.7635278,9-Oct-17,7-Oct-27,,,,REP. BPBD KOTA BIMA DORONAE,KOTA BIMA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,10511741
Land Mobile (private),Standard,"JALAN GAJAH MADA NO. 90 KELURAHAN PENATOI BIMA, KOTA BIMA, MPUNDA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA BIMA,116649,DINAS KOMUNIKASI DAN INFORMATIKA KOTA BIMA,39340072020,934508,Granted,,163.075,168.075,16,45.9794,02316150-000SU/2620202025,1,BS. KOMINFO KOTA BIMA,JALAN GAJAH MADA NO. 90 KELURAHAN PENATOI BIMA,-8.46029722,118.7564222,6-Aug-20,5-Aug-30,,,,REP. KOMINFO KOTA BIMA,KOTA BIMA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,12109679
Land Mobile (private),Standard,"JALAN SOEKARNO HATTA NO.66 KELURAHAN PENARAGA, KECAMATAN RABA - KOTA BIMA,KOTA BIMA,RABA,NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA BIMA,122914,DINAS KESEHATAN KOTA BIMA,39616012024,3051465,Granted,,161.425,166.425,16,45.9794,02824960-000SU/2620242029,1,BS DINAS KESEHATAN KOTA BIMA,"JALAN SOEKARNO HATTA NO.66 KELURAHAN PENARAGA, KECAMATAN RABA - KOTA BIMA",-8.46775,118.7598889,13-Feb-24,11-Feb-29,,,,,KOTA BIMA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JALAN GAJAH MADA NO. 100 KEL. PENATOI, KOTA BIMA, MPUNDA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA BIMA,115018,DINAS KOMUNIKASI INFORMASI DAN STATISTIK BIMA,33452082019,733561,Granted,,161.175,166.175,16,45.9794,02126852-000SU/2620192024,1,BS. MPUNDA,JALAN GAJAH MADA NO. 100 KEL. PENATOI,-8.45972222,118.7544444,6-Aug-19,5-Aug-29,,,,REP. LAMBITU,KOTA BIMA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,11367581
Land Mobile (private),Standard,"JLN.LINTAS KOLO.DESA BONTO, ASAKOTA, BIMA, NTB, KOTA BIMA, ASAKOTA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA BIMA,103494,"PLN (PERSERO), PT.",31675072019,745187,Granted,,359.675,364.675,16,45.9794,02139016-000SU/2620192024,15,BS. LINK ULTG BONTO,"JLN.LINTAS KOLO.DESA BONTO, ASAKOTA, BIMA, NTB",-8.41044444,118.6995,5-Sep-19,4-Sep-29,,,,REP. SITE KIT BIMA,KOTA BIMA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11410042
Land Mobile (private),Standard,"JLN. SOEKARNO HATTA KEL MONGGONAO, MPUNDA, BIMA KOTA, NTB, KOTA BIMA, MPUNDA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA BIMA,103494,"PLN (PERSERO), PT.",31738072019,743107,Granted,,359.55,364.55,16,45.9794,02136985-000SU/2620192024,1,BS. ULP_ BIMA KOTA,"JLN. SOEKARNO HATTA KEL MONGGONAO, MPUNDA, BIMA KOTA, NTB",-8.45894444,118.7411944,30-Aug-19,29-Aug-29,,,,REP. SITE_ULP BIMA KOTA,KOTA BIMA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11403149
Land Mobile (private),Standard,"JL. LINTAS KERTASARI, KOTA BIMA, MPUNDA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA BIMA,103494,"PLN (PERSERO), PT.",36160122019,837762,Granted,,359.35,364.35,16,45.9794,02230701-000SU/2620202024,9,BS. UPK TAMBORA 1,JL. LINTAS KERTASARI,-8.45894444,118.7411944,1-Jan-20,31-Dec-29,,,,REP. TAMBORA_2,KOTA BIMA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11708233
Land Mobile (private),Standard,"JL. LEWIROWA KEL MONGGONAO, KOTA BIMA, MPUNDA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA BIMA,103494,"PLN (PERSERO), PT.",36803012020,840741,Granted,,359.1,364.1,16,45.9794,02233943-000SU/2620202025,2,BS. DCC BIMA,JL. LEWIROWA KEL MONGGONAO,-8.45891667,118.7439722,14-Jan-20,13-Jan-30,,,,REP. DCC BIMA,KOTA BIMA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11724607
Land Mobile (private),Standard,"JLN. GAJAH MADA- KEL.RABA, KOTA BIMA, RABA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA BIMA,103494,"PLN (PERSERO), PT.",36130122019,837763,Granted,,352.45,352.45,16,45.9794,02230705-000SU/2620202024,1,BS. LINK_GI BIMA,JLN. GAJAH MADA- KEL.RABA,-8.47049444,118.7664361,1-Jan-20,31-Dec-29,,,,BS. GI DOMPU 1,KOTA BIMA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"JL. SULTAN HASANUDIN KEL.DARA, RASANAE BARAT, KOTA BIMA, NTB, KOTA BIMA, RASANAE BARAT, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,KOTA BIMA,103494,"PLN (PERSERO), PT.",31147032020,871409,Granted,,352.225,352.225,16,45.9794,02256930-000SU/2620202025,2,19.BS. ULPLTD _UNIT NIU,"JL. SULTAN HASANUDIN KEL.DARA, RASANAE BARAT, KOTA BIMA, NTB",-8.49377778,118.7156667,19-Mar-20,18-Mar-30,,,,19.BS. LINK_ ULPLTD NIU,KOTA BIMA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11848557
